gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__Aliarcobacter_thereius--RS_GCF_004214815.1,s__Aliarcobacter_thereius,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter,10,1496,1288,819.0,2784,19394,99.23,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,53.74,46.26,29.42,0.861,1939.0,RS_GCF_004214815.1,True
s__Campylobacter_D_armoricus--RS_GCF_013372105.1,s__Campylobacter_D_armoricus,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,11,1271,1017,317.0,2288,18835,99.3,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,55.55,44.45,13.85,0.8,1712.0,RS_GCF_013372105.1,True
s__Campylobacter_D_hepaticus--RS_GCF_001687475.2,s__Campylobacter_D_hepaticus,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,30,1353,501,203.0,1854,46374,99.94,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,72.98,27.02,10.95,0.37,1546.0,RS_GCF_001687475.2,True
s__Campylobacter_D_helveticus--RS_GCF_002080395.1,s__Campylobacter_D_helveticus,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,21,1385,2047,879.0,3432,42812,99.32,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,40.36,59.64,25.61,1.478,2039.0,RS_GCF_002080395.1,True
s__Campylobacter_D_lari--RS_GCF_013372185.1,s__Campylobacter_D_lari,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,22,1252,1354,906.0,2606,33579,98.55,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,48.04,51.96,34.77,1.081,1526.0,RS_GCF_013372185.1,True
s__Helicobacter_pylori_A--RS_GCF_001653455.1,s__Helicobacter_pylori_A,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter,22,1165,1699,926.0,2864,33952,96.27,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,40.68,59.32,32.33,1.458,1543.0,RS_GCF_001653455.1,True
s__Campylobacter_A_concisus_F--RS_GCF_003048675.2,s__Campylobacter_A_concisus_F,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A,18,1488,2886,1903.0,4374,36689,95.49,95.0092,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,34.02,65.98,43.51,1.94,2038.0,RS_GCF_003048675.2,True
s__Campylobacter_D_sp016598935--RS_GCF_022369435.1,s__Campylobacter_D_sp016598935,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D,30,1228,1499,876.0,2727,45237,98.92,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,45.03,54.97,32.12,1.221,1508.0,RS_GCF_022369435.1,True
s__Chlamydophila_psittaci--RS_GCF_000204255.1,s__Chlamydophila_psittaci,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila,64,917,1183,945.0,2100,64995,99.67,95.0,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila,43.67,56.33,45.0,1.29,1016.0,RS_GCF_000204255.1,True
s__Dehalococcoides_mccartyi_B--RS_GCF_000830885.1,s__Dehalococcoides_mccartyi_B,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides,22,1064,1225,545.0,2289,32255,99.26,95.0,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,46.48,53.52,23.81,1.151,1466.0,RS_GCF_000830885.1,True
s__UBA1328_sp022564545--GB_GCA_022564545.1,s__UBA1328_sp022564545,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1328;g__UBA1328,14,1421,4761,3260.0,6182,36794,98.41,95.0,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1328,UBA1328,22.99,77.01,52.73,3.35,2628.0,GB_GCA_022564545.1,True
s__Limnocylindrus_sp903944295--GB_GCA_903944295.1,s__Limnocylindrus_sp903944295,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus,11,793,2154,1315.0,2947,13199,99.38,95.0,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,Limnocylindraceae,Limnocylindrus,26.91,73.09,44.62,2.716,1200.0,GB_GCA_903944295.1,True
s__UBA5195_sp903838415--GB_GCA_903838415.1,s__UBA5195_sp903838415,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA5195,22,3245,4477,2661.0,7722,111523,99.77,95.0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,42.02,57.98,34.46,1.38,5069.0,GB_GCA_903838415.1,True
s__JGIOTU-2_sp000404785--GB_GCA_000404785.1,s__JGIOTU-2_sp000404785,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2,12,1355,2914,1976.0,4269,20772,98.55,95.0,Bacteria,Cloacimonadota,Cloacimonadia,JGIOTU-2,JGIOTU-2,JGIOTU-2,31.74,68.26,46.29,2.151,1731.0,GB_GCA_000404785.1,True
s__Prochlorococcus_A_marinus_Q--GB_GCA_000218705.1,s__Prochlorococcus_A_marinus_Q,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A,14,1034,2666,1707.0,3700,19591,95.95,95.0,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,27.95,72.05,46.14,2.578,1399.0,GB_GCA_000218705.1,True
s__Raphidiopsis_raciborskii--RS_GCF_003367075.2,s__Raphidiopsis_raciborskii,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis,23,2291,6335,2604.0,8626,86883,98.44,95.9877,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis,26.56,73.44,30.19,2.765,3778.0,RS_GCF_003367075.2,True
s__Planktothrix_agardhii--GB_GCA_003609755.1,s__Planktothrix_agardhii,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix,29,2989,4286,1886.0,7275,131435,99.0,96.6594,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,41.09,58.91,25.92,1.434,4532.0,GB_GCA_003609755.1,True
s__Nostoc_linckia--RS_GCF_002608075.1,s__Nostoc_linckia,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc,14,5523,4212,2837.0,9735,105685,99.35,95.0,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,56.73,43.27,29.14,0.763,7549.0,RS_GCF_002608075.1,True
s__Prochlorococcus_A_sp001989455--RS_GCF_001989455.1,s__Prochlorococcus_A_sp001989455,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A,39,1565,4419,3379.0,5984,64373,97.3,95.0,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,26.15,73.85,56.47,2.824,1651.0,RS_GCF_001989455.1,True
s__Obscuribacter_sp016718315--GB_GCA_016718315.1,s__Obscuribacter_sp016718315,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter,10,3174,10113,7493.0,13287,54634,98.36,95.0,Bacteria,Cyanobacteriota,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacter,23.89,76.11,56.39,3.186,5463.0,GB_GCA_016718315.1,True
s__Dolichospermum_flosaquae--RS_GCF_014698755.1,s__Dolichospermum_flosaquae,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum,19,2608,6647,4321.0,9255,79248,98.77,95.0,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Dolichospermum,28.18,71.82,46.69,2.549,4171.0,RS_GCF_014698755.1,True
s__Zag111_sp003258735--GB_GCA_003258735.1,s__Zag111_sp003258735,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111,10,1477,1504,1177.0,2981,19386,98.37,95.0,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag111,49.55,50.45,39.48,1.018,1939.0,GB_GCA_003258735.1,True
s__Thermus_thermophilus--RS_GCF_000091545.1,s__Thermus_thermophilus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus,28,1517,3253,1582.0,4770,66619,98.41,95.7341,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,31.8,68.2,33.17,2.144,2379.0,RS_GCF_000091545.1,True
s__B13-G4_sp013792055--GB_GCA_013792055.1,s__B13-G4_sp013792055,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__ETH-SRB1;g__B13-G4,11,1464,4055,2294.0,5519,26460,98.87,95.0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,ETH-SRB1,B13-G4,26.53,73.47,41.57,2.77,2405.0,GB_GCA_013792055.1,True
s__Thermodesulfobacterium_commune--RS_GCF_000734015.1,s__Thermodesulfobacterium_commune,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium,11,963,1856,943.0,2819,16481,99.06,95.9677,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,34.16,65.84,33.45,1.927,1498.0,RS_GCF_000734015.1,True
s__JACRCG01_sp903939115--GB_GCA_903939115.1,s__JACRCG01_sp903939115,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01,10,3184,4745,3708.0,7929,47700,99.87,95.0,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,JACRCG01,40.16,59.84,46.77,1.49,4770.0,GB_GCA_903939115.1,True
s__UBA2226_sp001777915--GB_GCA_001777915.1,s__UBA2226_sp001777915,d__Bacteria;p__Edwardsbacteria;c__AC1;o__AC1;f__EtOH8;g__UBA2226,10,1911,1430,1048.0,3341,23398,99.36,95.0,Bacteria,Edwardsbacteria,AC1,AC1,EtOH8,UBA2226,57.2,42.8,31.37,0.748,2340.0,GB_GCA_001777915.1,True
s__UBA1436_sp900541355--GB_GCA_900541355.1,s__UBA1436_sp900541355,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436,16,1110,1820,1290.0,2930,23005,97.49,95.0,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,37.88,62.12,44.03,1.64,1438.0,GB_GCA_900541355.1,True
s__CAIOVX01_sp903861835--GB_GCA_903861835.1,s__CAIOVX01_sp903861835,d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__CAIOVX01;g__CAIOVX01,16,1290,1814,881.0,3104,30551,99.79,95.0,Bacteria,Firestonebacteria,D2-FULL-39-29,D2-FULL-39-29,CAIOVX01,CAIOVX01,41.56,58.44,28.38,1.406,1909.0,GB_GCA_903861835.1,True
s__Fusobacterium_hwasookii--RS_GCF_014217355.1,s__Fusobacterium_hwasookii,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium,11,1467,1766,617.0,3233,25418,97.76,95.0,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,45.38,54.62,19.08,1.204,2311.0,RS_GCF_014217355.1,True
s__Fen-1231_sp903882745--GB_GCA_903882745.1,s__Fen-1231_sp903882745,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231,11,1938,3260,2277.0,5198,30327,99.53,95.0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231,37.28,62.72,43.81,1.682,2757.0,GB_GCA_903882745.1,True
s__JABHGY01_sp018658715--GB_GCA_018658715.1,s__JABHGY01_sp018658715,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__JABHGY01,11,1586,2588,1846.0,4174,24161,99.87,95.0,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,JABHGY01,38.0,62.0,44.23,1.632,2196.0,GB_GCA_018658715.1,True
s__Myxococcus_xanthus--RS_GCF_900106535.1,s__Myxococcus_xanthus,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus,12,5785,1894,1461.0,7679,89662,99.48,96.8216,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,75.34,24.66,19.03,0.327,7472.0,RS_GCF_900106535.1,True
s__LS-NOB_sp018673915--GB_GCA_018673915.1,s__LS-NOB_sp018673915,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__LS-NOB,12,2376,1573,1038.0,3949,38616,99.92,95.0,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,60.17,39.83,26.29,0.662,3218.0,GB_GCA_018673915.1,True
s__NS-7_sp020028195--GB_GCA_020028195.1,s__NS-7_sp020028195,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__NS-7,15,1039,8101,4925.0,9140,35724,97.65,95.0,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,NS-7,11.37,88.63,53.88,7.797,2382.0,GB_GCA_020028195.1,True
s__UBA4572_sp002387725--GB_GCA_002387725.1,s__UBA4572_sp002387725,d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__UBA4572,10,985,3878,2543.0,4863,17746,99.21,95.0,Bacteria,Nitrospirota_A,Leptospirillia,Leptospirillales,Leptospirillaceae,UBA4572,20.25,79.75,52.29,3.937,1775.0,GB_GCA_002387725.1,True
s__OLB16_sp001567115--GB_GCA_001567115.1,s__OLB16_sp001567115,d__Bacteria;p__OLB16;c__OLB16;o__OLB16;f__OLB16;g__OLB16,10,2243,5368,4277.0,7611,34504,98.95,95.0,Bacteria,OLB16,OLB16,OLB16,OLB16,OLB16,29.47,70.53,56.19,2.393,3450.0,GB_GCA_001567115.1,True
s__UBA12049_sp001784155--GB_GCA_001784155.1,s__UBA12049_sp001784155,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__UBA12049,10,744,499,329.0,1243,8955,99.91,95.0,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,UBA12049,59.86,40.14,26.47,0.671,896.0,GB_GCA_001784155.1,True
s__UBA10092_sp003455995--GB_GCA_003455995.1,s__UBA10092_sp003455995,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA10092;f__UBA10092;g__UBA10092,12,561,363,309.0,924,7458,99.89,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA10092,UBA10092,UBA10092,60.71,39.29,33.44,0.647,622.0,GB_GCA_003455995.1,True
s__UBA12108_sp001002415--GB_GCA_001002415.1,s__UBA12108_sp001002415,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__UBA12108,11,558,1093,747.0,1651,8501,99.74,95.0,Bacteria,Patescibacteria,Microgenomatia,UBA1400,UBA12108,UBA12108,33.8,66.2,45.25,1.959,773.0,GB_GCA_001002415.1,True
s__C7867-006_sp001824295--GB_GCA_001824295.1,s__C7867-006_sp001824295,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__C7867-006,12,673,603,447.0,1276,9601,99.94,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,52.74,47.26,35.03,0.896,800.0,GB_GCA_001824295.1,True
s__C7867-002_sp903870315--GB_GCA_903870315.1,s__C7867-002_sp903870315,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002,16,558,819,624.0,1377,10768,99.95,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,40.52,59.48,45.32,1.468,673.0,GB_GCA_903870315.1,True
s__UBA9973_sp001785445--GB_GCA_001785445.1,s__UBA9973_sp001785445,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA9973,15,664,610,511.0,1274,11095,99.96,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,52.12,47.88,40.11,0.919,740.0,GB_GCA_001785445.1,True
s__CAIQIQ01_sp903871935--GB_GCA_903871935.1,s__CAIQIQ01_sp903871935,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__CAIQIQ01,14,3839,5078,3744.0,8917,76474,99.93,95.0,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,CAIQIQ01,43.05,56.95,41.99,1.323,5462.0,GB_GCA_903871935.1,True
s__Komagataeibacter_oboediens--RS_GCF_003207815.1,s__Komagataeibacter_oboediens,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Komagataeibacter,10,2016,3123,1652.0,5139,34842,98.61,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,39.23,60.77,32.15,1.549,3484.0,RS_GCF_003207815.1,True
s__Mesorhizobium_sp004791165--RS_GCF_004791165.1,s__Mesorhizobium_sp004791165,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,25,3910,17583,13186.0,21493,173700,98.35,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,18.19,81.81,61.35,4.497,6948.0,RS_GCF_004791165.1,True
s__Gilliamella_apicola--RS_GCF_000599985.1,s__Gilliamella_apicola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella,21,1903,2185,927.0,4088,58246,98.05,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gilliamella,46.55,53.45,22.68,1.148,2774.0,RS_GCF_000599985.1,True
s__UBA2804_sp900319705--GB_GCA_900319705.1,s__UBA2804_sp900319705,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__UBA2804,11,1391,3908,2786.0,5299,23451,98.72,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Succinivibrionaceae,UBA2804,26.25,73.75,52.58,2.809,2132.0,GB_GCA_900319705.1,True
s__Acidithiobacillus_A_caldus--RS_GCF_000175575.2,s__Acidithiobacillus_A_caldus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A,19,1687,5436,2804.0,7123,55255,99.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus_A,23.68,76.32,39.37,3.222,2908.0,RS_GCF_000175575.2,True
s__Photobacterium_kishitanii--RS_GCF_003026355.1,s__Photobacterium_kishitanii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium,24,3062,5267,2919.0,8329,107985,98.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Photobacterium,36.76,63.24,35.05,1.72,4499.0,RS_GCF_003026355.1,True
s__BACL14_sp010023085--GB_GCA_024919215.1,s__BACL14_sp010023085,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14,10,1036,2124,1689.0,3160,13990,98.28,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,32.78,67.22,53.45,2.05,1399.0,GB_GCA_024919215.1,True
s__Acinetobacter_bereziniae--RS_GCF_000368925.1,s__Acinetobacter_bereziniae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,61,2739,11605,6112.0,14344,268172,98.29,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,19.1,80.9,42.61,4.237,4396.0,RS_GCF_000368925.1,True
s__Pseudomonas_E_kribbensis--RS_GCF_003352185.1,s__Pseudomonas_E_kribbensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3770,1976,914.0,5746,74502,96.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,65.61,34.39,15.91,0.524,5731.0,RS_GCF_003352185.1,True
s__Acidovorax_sp018828125--GB_GCA_018828125.1,s__Acidovorax_sp018828125,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax,11,3199,3177,1971.0,6376,52116,99.5,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Acidovorax,50.17,49.83,30.91,0.993,4738.0,GB_GCA_018828125.1,True
s__UBA3064_sp002359635--GB_GCA_002359635.1,s__UBA3064_sp002359635,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064,24,1822,11202,7587.0,13024,75877,99.69,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,UBA3064,13.99,86.01,58.25,6.148,3162.0,GB_GCA_002359635.1,True
s__Ehrlichia_ruminantium--RS_GCF_000026005.1,s__Ehrlichia_ruminantium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia,23,803,1012,643.0,1815,22789,98.16,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,44.24,55.76,35.43,1.26,991.0,RS_GCF_000026005.1,True
s__Pseudomonas_E_fluorescens_AA--RS_GCF_001307275.1,s__Pseudomonas_E_fluorescens_AA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,17,3392,4357,1517.0,7749,100188,97.05,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,43.77,56.23,19.58,1.284,5893.0,RS_GCF_001307275.1,True
s__CAIYLH01_sp903908265--GB_GCA_903908265.1,s__CAIYLH01_sp903908265,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CAIYLH01,35,2136,8024,5385.0,10160,108956,99.59,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CAIYLH01,21.02,78.98,53.0,3.757,3113.0,GB_GCA_903908265.1,True
s__Erwinia_amylovora--RS_GCF_017161565.1,s__Erwinia_amylovora,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia,231,2756,9785,7118.0,12541,806258,99.83,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,21.98,78.02,56.76,3.55,3490.0,RS_GCF_017161565.1,True
s__Fonsibacter_sp903869725--GB_GCA_903869725.1,s__Fonsibacter_sp903869725,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter,20,824,2535,1622.0,3359,22872,99.67,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Fonsibacter,24.53,75.47,48.29,3.076,1144.0,GB_GCA_903869725.1,True
s__Dickeya_solani--RS_GCF_001644705.1,s__Dickeya_solani,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya,38,3141,1968,1250.0,5109,159272,99.92,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,61.48,38.52,24.47,0.627,4191.0,RS_GCF_001644705.1,True
s__Rhizobium_sp017948245--RS_GCF_017948245.1,s__Rhizobium_sp017948245,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,19,3944,2602,1219.0,6546,118452,99.63,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,60.25,39.75,18.62,0.66,6234.0,RS_GCF_017948245.1,True
