gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Gordonia_amicalis--RS_GCF_000332995.1,s__Gordonia_amicalis,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia,10,2868,2790,1270.0,5658,46831,98.34,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,50.69,49.31,22.45,0.973,4683.0,RS_GCF_000332995.1,True
s__Corynebacterium_matruchotii--RS_GCF_011612265.2,s__Corynebacterium_matruchotii,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,12,2042,7277,6448.0,9319,33937,98.21,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,21.91,78.09,69.19,3.564,2828.0,RS_GCF_011612265.2,True
s__Eggerthella_lenta--RS_GCF_000024265.1,s__Eggerthella_lenta,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,98,1808,9396,6400.0,11204,293156,98.42,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,16.14,83.86,57.12,5.197,2991.0,RS_GCF_000024265.1,True
s__Mycobacterium_fortuitum--RS_GCF_022179545.1,s__Mycobacterium_fortuitum,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium,31,3710,10081,6441.0,13791,198078,98.21,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,26.9,73.1,46.7,2.717,6390.0,RS_GCF_022179545.1,True
s__Streptomyces_rubiginosohelvolus--RS_GCF_014649875.1,s__Streptomyces_rubiginosohelvolus,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,23,4005,11134,6676.0,15139,162838,98.07,96.2941,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,26.45,73.55,44.1,2.78,7080.0,RS_GCF_014649875.1,True
s__Actinomyces_graevenitzii--RS_GCF_000239695.1,s__Actinomyces_graevenitzii,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,12,1317,2680,2070.0,3997,20769,96.26,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,32.95,67.05,51.79,2.035,1731.0,RS_GCF_000239695.1,True
s__Corynebacterium_ulcerans--RS_GCF_900187135.1,s__Corynebacterium_ulcerans,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,41,1839,2157,1236.0,3996,93480,98.29,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,46.02,53.98,30.93,1.173,2280.0,RS_GCF_900187135.1,True
s__Streptomyces_sp000213055--RS_GCF_000213055.1,s__Streptomyces_sp000213055,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,12,3511,12305,8484.0,15816,80144,98.27,95.0,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,22.2,77.8,53.64,3.505,6679.0,RS_GCF_000213055.1,True
s__RUG721_sp900321745--GB_GCA_902795065.1,s__RUG721_sp900321745,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__RUG721,11,1330,3548,2683.0,4878,22980,99.01,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,RUG721,27.27,72.73,55.0,2.668,2089.0,GB_GCA_902795065.1,True
s__Gordonia_polyisoprenivorans--RS_GCF_000241325.1,s__Gordonia_polyisoprenivorans,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia,10,3275,5442,3619.0,8717,56121,98.6,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,37.57,62.43,41.52,1.662,5612.0,RS_GCF_000241325.1,True
s__Actinomyces_naeslundii--RS_GCF_001956585.1,s__Actinomyces_naeslundii,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,24,1906,3685,2080.0,5591,64489,97.77,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,34.09,65.91,37.2,1.933,2687.0,RS_GCF_001956585.1,True
s__Olegusella_sp900314685--GB_GCA_900314685.1,s__Olegusella_sp900314685,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella,10,1518,1800,1139.0,3318,21808,99.04,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olegusella,45.75,54.25,34.33,1.186,2181.0,GB_GCA_900314685.1,True
s__Collinsella_sp003459245--RS_GCF_003459245.1,s__Collinsella_sp003459245,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,18,1261,2641,1549.0,3902,33923,95.78,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,32.32,67.68,39.7,2.094,1885.0,RS_GCF_003459245.1,True
s__PALSA-747_sp903827945--GB_GCA_903827945.1,s__PALSA-747_sp903827945,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,10,1012,2272,1655.0,3284,15597,99.47,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,30.82,69.18,50.4,2.245,1560.0,GB_GCA_903827945.1,True
s__UBA6944_sp002296525--GB_GCA_002296525.1,s__UBA6944_sp002296525,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA6944,13,1573,2880,2301.0,4453,31267,98.86,95.0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,TK06,UBA6944,35.32,64.68,51.67,1.831,2405.0,GB_GCA_002296525.1,True
s__PALSA-747_sp903898555--GB_GCA_903898555.1,s__PALSA-747_sp903898555,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,18,1072,4559,3075.0,5631,29142,97.88,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,19.04,80.96,54.61,4.253,1619.0,GB_GCA_903898555.1,True
s__CAIQEU01_sp903870905--GB_GCA_903870905.1,s__CAIQEU01_sp903870905,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__CAIQEU01,17,1523,3111,2323.0,4634,35867,99.73,95.0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,CAIQEU01,32.87,67.13,50.13,2.043,2110.0,GB_GCA_903870905.1,True
s__Micromonospora_arenicola--RS_GCF_006716065.1,s__Micromonospora_arenicola,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora,15,3098,7370,4441.0,10468,79358,98.76,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,29.59,70.41,42.42,2.379,5291.0,RS_GCF_006716065.1,True
s__QYPT01_sp903834145--GB_GCA_903834145.1,s__QYPT01_sp903834145,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__QYPT01,23,1351,2526,1993.0,3877,39992,99.71,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,QYPT01,34.85,65.15,51.41,1.87,1739.0,GB_GCA_903834145.1,True
s__Corynebacterium_silvaticum--RS_GCF_004382825.2,s__Corynebacterium_silvaticum,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,10,2176,484,171.0,2660,25353,99.9,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,81.8,18.2,6.43,0.222,2535.0,RS_GCF_004382825.2,True
s__Rothia_nasimurium_E--RS_GCF_928382285.1,s__Rothia_nasimurium_E,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia,14,1651,1642,663.0,3293,31293,97.0,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,50.14,49.86,20.13,0.995,2235.0,RS_GCF_928382285.1,True
s__Corynebacterium_pseudodiphtheriticum--RS_GCF_000688415.1,s__Corynebacterium_pseudodiphtheriticum,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,14,1623,1545,785.0,3168,29678,97.93,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,51.23,48.77,24.78,0.952,2120.0,RS_GCF_000688415.1,True
s__Fen-455_sp003140595--GB_GCA_003140595.1,s__Fen-455_sp003140595,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455,27,2359,6794,4651.0,9153,93136,99.78,95.0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,25.77,74.23,50.81,2.88,3449.0,GB_GCA_003140595.1,True
s__Bifidobacterium_longum--RS_GCF_000196555.1,s__Bifidobacterium_longum,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,540,1279,23816,12703.0,25095,1079740,98.48,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,5.1,94.9,50.62,18.621,2000.0,RS_GCF_000196555.1,True
s__Bog-515_sp003155135--GB_GCA_003155135.1,s__Bog-515_sp003155135,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-515,17,2203,2732,1929.0,4935,51666,99.89,95.0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-515,44.64,55.36,39.09,1.24,3039.0,GB_GCA_003155135.1,True
s__Corynebacterium_accolens--RS_GCF_023520795.1,s__Corynebacterium_accolens,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,15,1812,1717,1102.0,3529,34774,97.38,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,51.35,48.65,31.23,0.948,2318.0,RS_GCF_023520795.1,True
s__PALSA-747_sp903821145--GB_GCA_903821145.1,s__PALSA-747_sp903821145,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,16,917,2613,1705.0,3530,21250,99.3,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,25.98,74.02,48.3,2.85,1328.0,GB_GCA_903821145.1,True
s__Streptomyces_althioticus--GB_GCA_014649355.1,s__Streptomyces_althioticus,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,10,3317,6810,3665.0,10127,67614,98.42,95.374,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,32.75,67.25,36.19,2.053,6761.0,GB_GCA_014649355.1,True
s__Rhodococcus_ruber--RS_GCF_001894945.1,s__Rhodococcus_ruber,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus,21,3264,6253,4187.0,9517,111181,98.9,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,34.3,65.7,43.99,1.916,5294.0,RS_GCF_001894945.1,True
s__Streptomyces_microflavus--RS_GCF_014650075.1,s__Streptomyces_microflavus,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,13,4216,9141,6389.0,13357,96252,98.15,95.0,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,31.56,68.44,47.83,2.168,7404.0,RS_GCF_014650075.1,True
s__Changpingibacter_sp022648165--GB_GCA_022648165.1,s__Changpingibacter_sp022648165,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Changpingibacter,10,1302,990,373.0,2292,17813,99.62,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Changpingibacter,56.81,43.19,16.27,0.76,1781.0,GB_GCA_022648165.1,True
s__Rhodococcus_fascians_E--RS_GCF_000760735.1,s__Rhodococcus_fascians_E,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus,18,3284,4526,2550.0,7810,102929,98.86,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,42.05,57.95,32.65,1.378,5718.0,RS_GCF_000760735.1,True
s__PALSA-747_sp903897155--GB_GCA_903897155.1,s__PALSA-747_sp903897155,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,51,668,7671,4053.0,8339,61311,98.95,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,8.01,91.99,48.6,11.484,1202.0,GB_GCA_903897155.1,True
s__Fen-455_sp003170375--GB_GCA_003170375.1,s__Fen-455_sp003170375,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455,12,1319,10830,7258.0,12149,37502,98.62,95.0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,10.86,89.14,59.74,8.211,3125.0,GB_GCA_003170375.1,True
s__Paenarthrobacter_nicotinovorans--RS_GCF_021919345.1,s__Paenarthrobacter_nicotinovorans,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paenarthrobacter,12,2835,2254,1494.0,5089,50756,98.97,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Paenarthrobacter,55.71,44.29,29.36,0.795,4230.0,RS_GCF_021919345.1,True
s__Gordonibacter_urolithinfaciens--RS_GCF_900199375.1,s__Gordonibacter_urolithinfaciens,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,20,1842,4024,2296.0,5866,59225,98.23,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,31.4,68.6,39.14,2.185,2961.0,RS_GCF_900199375.1,True
s__Dermabacter_hominis--RS_GCF_001570785.1,s__Dermabacter_hominis,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter,19,1494,1782,717.0,3276,39106,96.68,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,45.6,54.4,21.89,1.193,2058.0,RS_GCF_001570785.1,True
s__Micrococcus_luteus--RS_GCF_000023205.1,s__Micrococcus_luteus,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus,295,1647,15625,8405.0,17272,680441,97.01,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,9.54,90.46,48.66,9.487,2307.0,RS_GCF_000023205.1,True
s__Collinsella_aerofaciens_H--RS_GCF_901212495.1,s__Collinsella_aerofaciens_H,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,30,1340,7344,5028.0,8684,65259,96.89,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,15.43,84.57,57.9,5.481,2175.0,RS_GCF_901212495.1,True
s__Pseudolysinimonas_sp002325245--GB_GCA_002325245.1,s__Pseudolysinimonas_sp002325245,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudolysinimonas,15,1711,2136,1318.0,3847,35528,99.76,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pseudolysinimonas,44.48,55.52,34.26,1.248,2369.0,GB_GCA_002325245.1,True
s__Streptomyces_caniscabiei--RS_GCF_014930365.1,s__Streptomyces_caniscabiei,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,13,4819,10616,6360.0,15435,121041,98.63,95.0,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,31.22,68.78,41.21,2.203,9311.0,RS_GCF_014930365.1,True
s__Alloscardovia_omnicolens--RS_GCF_000420505.1,s__Alloscardovia_omnicolens,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia,12,1072,1401,733.0,2473,18369,98.68,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Alloscardovia,43.35,56.65,29.64,1.307,1531.0,RS_GCF_000420505.1,True
s__MAG-120802_sp002347935--GB_GCA_002347935.1,s__MAG-120802_sp002347935,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802,28,641,5022,2785.0,5663,33919,98.96,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,11.32,88.68,49.18,7.835,1211.0,GB_GCA_002347935.1,True
s__Mxb001_sp903954205--GB_GCA_903954205.1,s__Mxb001_sp903954205,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001,14,1627,7158,4778.0,8785,40170,98.47,95.0,Bacteria,Actinomycetota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,18.52,81.48,54.39,4.4,2869.0,GB_GCA_903954205.1,True
s__Collinsella_aerofaciens_G--RS_GCF_005844325.1,s__Collinsella_aerofaciens_G,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,23,1321,4292,3124.0,5613,43998,95.99,95.05,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,23.53,76.47,55.66,3.249,1913.0,RS_GCF_005844325.1,True
s__Tractidigestivibacter_sp900548775--GB_GCA_900548775.1,s__Tractidigestivibacter_sp900548775,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter,10,1243,3993,2834.0,5236,21501,98.66,95.0,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Tractidigestivibacter,23.74,76.26,54.13,3.212,2150.0,GB_GCA_900548775.1,True
s__Nocardia_nova--RS_GCF_001613005.1,s__Nocardia_nova,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia,13,4016,5228,3391.0,9244,94063,98.75,96.9334,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,43.44,56.56,36.68,1.302,7236.0,RS_GCF_001613005.1,True
s__Corynebacterium_amycolatum_A--RS_GCF_000173655.1,s__Corynebacterium_amycolatum_A,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,48,1716,3433,2130.0,5149,102344,95.32,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,33.33,66.67,41.37,2.001,2132.0,RS_GCF_000173655.1,True
s__Bifidobacterium_infantis--RS_GCF_000269965.1,s__Bifidobacterium_infantis,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,118,1356,10507,4429.0,11863,271925,98.3,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,11.43,88.57,37.33,7.749,2304.0,RS_GCF_000269965.1,True
s__Nocardia_farcinica--RS_GCF_001182745.1,s__Nocardia_farcinica,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia,43,3598,7823,3959.0,11421,257426,99.15,95.0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,31.5,68.5,34.66,2.174,5987.0,RS_GCF_001182745.1,True
s__Rothia_mucilaginosa--RS_GCF_000175615.1,s__Rothia_mucilaginosa,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia,54,1409,6558,4812.0,7967,94857,95.97,95.0,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,17.69,82.31,60.4,4.654,1757.0,RS_GCF_000175615.1,True
s__CG2-30-66-41_sp002779825--GB_GCA_002779825.1,s__CG2-30-66-41_sp002779825,d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__CG2-30-66-41;f__CG2-30-66-41;g__CG2-30-66-41,10,4259,7644,3961.0,11903,73504,99.76,95.0,Bacteria,Armatimonadota,Abditibacteria,CG2-30-66-41,CG2-30-66-41,CG2-30-66-41,35.78,64.22,33.28,1.795,7350.0,GB_GCA_002779825.1,True
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1,s__Enterococcus_D_casseliflavus,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D,83,2026,11773,7030.0,13799,276952,98.27,95.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,14.68,85.32,50.95,5.811,3337.0,RS_GCF_001544095.1,True
s__Faecalitalea_cylindroides--RS_GCF_000469305.1,s__Faecalitalea_cylindroides,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea,11,1266,2480,1757.0,3746,21336,98.52,95.0,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,33.8,66.2,46.9,1.959,1940.0,RS_GCF_000469305.1,True
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,s__Bacillus_A_wiedmannii,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A,235,3221,29754,14109.0,32975,1361444,96.5,95.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,9.77,90.23,42.79,9.238,5793.0,RS_GCF_001583695.1,True
s__CAG-433_sp900546245--GB_GCA_900546245.1,s__CAG-433_sp900546245,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-433,13,852,1937,1228.0,2789,16054,97.2,95.0,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-433,30.55,69.45,44.03,2.273,1235.0,GB_GCA_900546245.1,True
s__Bacillus_velezensis--RS_GCF_001461825.1,s__Bacillus_velezensis,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,647,2687,25481,16612.0,28168,2521911,98.13,95.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,9.54,90.46,58.97,9.483,3898.0,RS_GCF_001461825.1,True
s__Mammaliicoccus_lentus--RS_GCF_002902755.1,s__Mammaliicoccus_lentus,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus,48,1875,3882,2292.0,5757,129981,99.09,95.0,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,32.57,67.43,39.81,2.07,2708.0,RS_GCF_002902755.1,True
s__Bacillus_A_thuringiensis_K--RS_GCF_001595725.1,s__Bacillus_A_thuringiensis_K,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A,21,3492,6719,3568.0,10211,128624,99.03,96.827,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,34.2,65.8,34.94,1.924,6125.0,RS_GCF_001595725.1,True
s__Vagococcus_fluvialis--RS_GCF_003337315.1,s__Vagococcus_fluvialis,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus,20,1659,3527,1626.0,5186,56468,98.36,95.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,31.99,68.01,31.35,2.126,2823.0,RS_GCF_003337315.1,True
s__Bacillus_paralicheniformis--RS_GCF_001042485.2,s__Bacillus_paralicheniformis,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,110,3008,9167,5706.0,12175,481919,98.7,95.0745,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,24.71,75.29,46.87,3.048,4381.0,RS_GCF_001042485.2,True
s__Paenibacillus_polymyxa_B--RS_GCF_001719045.1,s__Paenibacillus_polymyxa_B,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus,36,2953,12054,7466.0,15007,191452,96.4,95.0,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,19.68,80.32,49.75,4.082,5318.0,RS_GCF_001719045.1,True
s__Streptococcus_mitis_BA--RS_GCF_900411395.1,s__Streptococcus_mitis_BA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,14,1359,1188,394.0,2547,28430,95.49,95.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,53.36,46.64,15.47,0.874,2031.0,RS_GCF_900411395.1,True
s__Weissella_cibaria--RS_GCF_000193635.1,s__Weissella_cibaria,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella,82,1534,8334,5431.0,9868,189662,98.15,95.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,15.55,84.45,55.04,5.433,2313.0,RS_GCF_000193635.1,True
s__Streptococcus_infantarius--RS_GCF_000154985.1,s__Streptococcus_infantarius,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,23,1198,4022,2577.0,5220,44551,97.71,95.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,22.95,77.05,49.37,3.357,1937.0,RS_GCF_000154985.1,True
